OBJECTID,NAME,WARD,DATASOURCE,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HINC0_CY,HINC15_CY,HINC25_CY,HINC35_CY,HINC50_CY,HINC75_CY,HINC100_CY,HINC150_CY,HINC200_CY,AGGINC_CY,AGGHINC_CY,HINCBASECY,MEDHINC_CY,ACSSNAP,AVGHINC_CY,PCI_CY,AVGIA15_CY,AVGIA25_CY,AVGIA35_CY,AVGIA45_CY,AVGIA55_CY,AVGIA65_CY,AVGIA75_CY,DI0_CY,DI15_CY,DI25_CY,DI35_CY,DI50_CY,DI75_CY,DI100_CY,DI150_CY,DI200_CY,MEDDI_CY,AGGDI_CY,AVGDI_CY,DIBASE_CY,A15I0_CY,A15I15_CY,A15I25_CY,A15I35_CY,A15I50_CY,A15I75_CY,A15I100_CY,A15I150_CY,A15I200_CY,MEDIA15_CY,AGGIA15_CY,IA15BASECY,A25I0_CY,A25I15_CY,A25I25_CY,A25I35_CY,A25I50_CY,A25I75_CY,A25I100_CY,A25I150_CY,A25I200_CY,MEDIA25_CY,AGGIA25_CY,IA25BASECY,A35I0_CY,A35I15_CY,A35I25_CY,A35I35_CY,A35I50_CY,A35I75_CY,A35I100_CY,A35I150_CY,A35I200_CY,MEDIA35_CY,AGGIA35_CY,IA35BASECY,A45I0_CY,A45I15_CY,A45I25_CY,A45I35_CY,A45I50_CY,A45I75_CY,A45I100_CY,A45I150_CY,A45I200_CY,MEDIA45_CY,AGGIA45_CY,IA45BASECY,A55I0_CY,A55I15_CY,A55I25_CY,A55I35_CY,A55I50_CY,A55I75_CY,A55I100_CY,A55I150_CY,A55I200_CY,MEDIA55_CY,AGGIA55_CY,IA55BASECY,A65I0_CY,A65I15_CY,A65I25_CY,A65I35_CY,A65I50_CY,A65I75_CY,A65I100_CY,A65I150_CY,A65I200_CY,MEDIA65_CY,AGGIA65_CY,IA65BASECY,A75I0_CY,A75I15_CY,A75I25_CY,A75I35_CY,A75I50_CY,A75I75_CY,A75I100_CY,A75I150_CY,A75I200_CY,MEDIA75_CY,AGGIA75_CY,IA75BASECY,MEDHHR_CY,IA55UBASCY,MEDIA55UCY,AVGIA55UCY,IA65UBASCY,MEDIA65UCY,AVGIA65UCY,MEDDIA15CY,AVGDIA15CY,AGGDIA15CY,MEDDIA25CY,AVGDIA25CY,AGGDIA25CY,MEDDIA35CY,AVGDIA35CY,AGGDIA35CY,MEDDIA45CY,AVGDIA45CY,AGGDIA45CY,MEDDIA55CY,AVGDIA55CY,AGGDIA55CY,MEDDIA65CY,AVGDIA65CY,AGGDIA65CY,MEDDIA75CY,AVGDIA75CY,AGGDIA75CY,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,TOTHH_CY,WLTHINDXCY
1,A Mountain,1,NEIGHBORHOODS,0,US,1,BlockApportionment:US.BlockGroups,2.191,2.576,1,125,132,221,200,222,161,42,0,0,52373044,52360556,1103,39293,399,47471,15189,41340,50125,50201,53365,48538,38260,33494,149,179,226,214,262,57,16,0,0,34845,44031105,39919,1103,18,16,32,22,14,18,1,0,0,32636,5002117,121,30,30,74,38,58,56,14,0,0,40222,15037500,300,19,16,40,35,39,31,9,0,0,42005,9488041,189,16,14,29,26,45,29,10,0,0,49609,9018743,169,21,15,22,32,50,17,6,0,0,44878,7911646,163,15,16,18,39,13,4,2,0,0,35915,4093835,107,6,25,6,8,3,6,0,0,0,22366,1808674,54,41.9,324,37352,42636,161,32123,36662,28686,34471,4171045,36415,40940,12282090,38795,43216,8167900,41710,46278,7820965,36170,40198,6552335,28361,32211,3446610,21694,29447,1590160,0,US,1,BlockApportionment:US.BlockGroups,2.191,2.576,1,1103,32
2,Adelanto,3,NEIGHBORHOODS,1,US,2,BlockApportionment:US.BlockGroups,2.191,2.576,1,27,19,14,31,8,9,8,1,0,4580747,4808828,117,33635,58,41101,11776,30306,50489,42133,50735,39456,39028,17603,30,21,23,20,13,7,4,0,0,27678,4080019,34872,117,3,2,1,2,0,0,0,0,0,18750,272751,9,5,3,3,3,2,4,3,0,0,36896,1161251,23,4,3,3,4,1,1,1,0,0,29142,758397,18,4,2,2,6,2,2,3,0,0,39583,1065444,21,4,3,3,7,2,1,1,0,0,35579,828568,21,1,3,1,8,0,0,0,0,0,37812,546385,14,4,4,0,1,0,0,0,0,0,15510,176033,10,48.8,45,30627,36069,24,22808,32837,15000,24497,220477,35000,41706,959231,29142,36073,649320,33333,43779,919358,28901,33852,710884,27786,33296,466151,15000,15460,154598,1,US,2,BlockApportionment:US.BlockGroups,2.191,2.576,1,117,28
3,Alvernon Heights,5,NEIGHBORHOODS,2,US,3,BlockApportionment:US.BlockGroups,2.191,2.576,1,25,19,11,19,14,5,7,0,0,4042835,3857289,99,29762,49,38963,12634,28708,40849,42985,42769,39720,32907,27799,28,19,15,18,12,5,3,0,0,26517,3345681,33795,99,3,1,1,1,1,0,0,0,0,19014,172246,6,6,4,3,4,3,1,2,0,0,29257,939521,23,5,3,2,3,2,1,2,0,0,29305,773729,18,5,3,2,3,4,1,2,0,0,35000,812614,19,3,3,2,3,3,1,1,0,0,35000,635518,16,2,2,1,3,1,0,0,0,0,29305,329072,10,1,4,1,1,0,0,0,0,0,19272,194590,7,46.3,33,26975,36224,17,22392,32729,15000,27345,164072,27703,34941,803652,29305,37062,667116,29188,38186,725534,29084,33956,543298,26079,26937,269373,19272,24662,172634,2,US,3,BlockApportionment:US.BlockGroups,2.191,2.576,1,99,26
4,Amphi,3,NEIGHBORHOODS,3,US,4,BlockApportionment:US.BlockGroups,2.191,2.576,1,1102,709,406,277,359,148,80,25,0,97327371,97304064,3105,20213,1158,31338,13040,23417,36197,33688,34808,28830,25552,23020,1236,707,375,320,337,76,53,1,0,18310,83627991,26933,3105,159,91,49,19,20,12,3,1,0,16228,8242717,352,239,155,124,62,102,54,37,6,0,24565,28197620,779,174,103,72,51,65,31,14,6,0,22417,17315628,514,176,91,69,57,92,21,16,6,0,24517,18378514,528,200,117,53,46,64,20,9,2,0,18556,14703046,510,106,96,27,33,16,5,3,4,0,17690,7358893,288,49,56,13,8,2,5,0,2,0,16870,3107646,135,43.2,933,17917,26891,423,17389,24627,14915,19993,7037459,21715,30189,23517369,19885,29340,15080683,21814,30848,16287909,17442,24716,12605343,16381,22008,6338310,16386,20451,2760918,3,US,4,BlockApportionment:US.BlockGroups,2.191,2.576,1,3105,20
5,Armory Park,6,NEIGHBORHOODS,4,US,5,BlockApportionment:US.BlockGroups,2.191,2.576,1,366,131,80,205,149,78,88,58,69,72003203,76143162,1223,36870,112,62259,37424,34836,61273,79380,92393,68684,52762,31131,391,132,128,191,149,67,96,37,33,31358,59945283,49015,1223,33,14,6,12,14,1,0,1,1,19662,2856530,82,60,29,23,61,39,18,20,13,12,39837,16850159,275,41,14,17,36,34,16,17,9,19,46458,16114124,203,31,9,8,26,20,10,18,9,19,50887,13858904,150,44,13,8,27,24,18,14,11,9,44460,11538936,168,72,20,12,35,14,9,18,6,7,28223,10130394,192,86,32,6,8,5,6,1,9,2,13517,4794115,154,48.5,514,23119,51286,346,17263,42887,18608,29074,2384070,36763,47170,12971803,42899,60846,12351777,45939,73301,10995166,36970,55135,9262743,24667,42677,8193973,12750,24583,3785750,4,US,5,BlockApportionment:US.BlockGroups,2.191,2.576,1,1223,48
6,Arroyo Chico,5,NEIGHBORHOODS,5,US,6,BlockApportionment:US.BlockGroups,2.191,2.576,1,255,176,117,160,173,209,106,23,25,72904032,70515152,1244,40806,189,56684,24229,37195,63866,64269,67569,66457,47651,28293,283,186,146,163,262,110,68,14,11,35435,57288307,46052,1244,20,7,7,7,6,8,1,0,0,26092,2045743,55,36,22,17,28,35,38,19,3,7,49642,13156421,206,28,19,19,21,38,45,19,3,4,55293,12596782,196,32,20,17,20,31,44,23,5,6,56183,13378632,198,36,33,18,27,41,42,28,8,7,52577,16016083,241,40,31,18,37,16,23,12,3,2,35539,8624798,181,62,43,21,20,6,9,5,0,0,18616,4696693,166,53.3,588,33257,49894,347,24591,38280,22011,31373,1725513,41862,49251,10145669,48626,52252,10241363,50134,55409,10970961,41351,53114,12800371,28118,40020,7243618,17657,25065,4160813,5,US,6,BlockApportionment:US.BlockGroups,2.191,2.576,1,1244,45
7,Avondale,6,NEIGHBORHOODS,6,US,7,BlockApportionment:US.BlockGroups,2.191,2.576,1,195,175,107,96,102,58,63,5,16,38808511,37716664,818,27928,197,46108,23722,41916,52121,56748,49161,52585,39259,23777,223,182,111,98,107,50,29,9,9,25263,31479453,38483,818,8,11,5,4,2,3,1,0,1,22906,1425133,34,23,20,22,16,23,13,11,2,2,35695,6932044,133,16,15,16,14,12,11,21,0,1,40309,6015247,106,25,16,20,18,23,10,6,2,2,35000,5997631,122,52,31,25,20,22,9,11,0,10,27206,9517955,181,34,33,12,20,16,7,11,1,0,25000,5260698,134,36,49,8,4,4,5,1,0,0,16970,2567956,108,55.8,422,21883,41203,242,19724,32484,19993,39253,1334614,34053,42225,5615954,37916,48451,5135825,30375,41759,5094599,23463,41051,7430317,22456,33815,4531164,16473,21639,2336979,6,US,7,BlockApportionment:US.BlockGroups,2.191,2.576,1,818,33
8,Balboa Heights,3,NEIGHBORHOODS,7,US,8,BlockApportionment:US.BlockGroups,2.191,2.576,1,334,135,96,78,64,7,13,0,2,18398870,18768528,728,16547,273,25781,11901,19589,29998,27680,30603,24554,18339,15604,358,140,93,76,46,8,5,1,1,15266,16446020,22591,728,54,22,11,5,6,1,0,0,0,13750,1939307,99,75,25,28,13,15,2,5,0,2,17195,4979594,166,47,20,16,15,12,3,2,0,0,19183,3210870,116,49,15,17,21,20,1,3,0,0,24075,3856025,126,59,22,17,17,11,0,2,0,0,16579,3142854,128,37,21,4,5,1,0,1,0,0,13986,1265389,69,13,9,2,0,0,0,0,0,0,13846,374488,24,43.5,221,15166,21641,93,13950,17633,12802,17245,1707295,14735,25330,4204777,17529,24541,2846784,21066,27261,3434892,15696,21333,2730596,12500,16777,1157604,13846,15170,364071,7,US,8,BlockApportionment:US.BlockGroups,2.191,2.576,1,728,16
9,Barrio Anita,1,NEIGHBORHOODS,8,US,9,BlockApportionment:US.BlockGroups,2.191,2.576,1,15,23,9,33,15,12,9,6,2,8299274,7136693,125,40183,17,57094,22310,31782,53579,72249,77219,65823,45907,27579,20,21,18,27,19,9,9,1,1,36317,5727963,45824,125,3,3,0,3,1,1,0,0,0,22540,349604,11,3,5,3,8,5,3,2,1,0,40838,1607359,30,3,3,2,5,3,3,3,2,1,47953,1733973,24,2,2,1,5,2,2,2,2,1,47865,1389949,18,2,2,0,5,3,2,2,1,0,47822,1118996,17,2,3,2,6,1,1,1,0,0,36364,688599,15,2,5,2,2,0,0,0,0,0,20456,248214,9,43.8,42,36420,46723,24,28027,34697,20393,28494,313433,37799,42963,1288897,46026,58042,1393007,42985,61270,1102859,41005,49479,841142,30290,38079,571182,19160,24160,217442,8,US,9,BlockApportionment:US.BlockGroups,2.191,2.576,1,125,41
10,Barrio Blue Moon,3,NEIGHBORHOODS,9,US,10,BlockApportionment:US.BlockGroups,2.191,2.576,1,373,136,30,50,32,17,9,3,8,14801545,16695799,658,13231,212,25374,15483,20521,36513,54939,32934,17969,15980,13126,398,121,39,44,31,10,7,4,3,12381,13732886,20871,658,54,38,4,8,3,3,1,0,0,15187,2298351,112,23,15,6,9,8,3,2,0,1,20950,2482904,68,24,13,4,9,4,3,2,1,5,20476,3516102,64,51,14,6,9,8,3,3,1,2,14265,3194636,97,107,23,6,7,6,3,1,0,0,10724,2785196,155,74,21,2,6,2,1,0,0,0,10743,1709833,107,39,11,2,2,0,0,0,0,0,10385,708777,54,53.7,316,10670,16626,161,10619,15116,13669,17958,2011296,18521,28772,1956480,19246,40319,2580420,13726,27404,2658210,10500,15474,2398504,10192,13809,1477553,10125,12045,650423,9,US,10,BlockApportionment:US.BlockGroups,2.191,2.576,1,658,16
11,Barrio Centro,5,NEIGHBORHOODS,10,US,11,BlockApportionment:US.BlockGroups,2.191,2.576,1,70,52,44,55,87,42,46,1,4,19585998,21580607,402,43282,94,53683,17550,49298,49744,55755,68020,56488,51926,33032,78,57,53,68,81,37,22,2,2,36932,18324751,45584,402,3,2,1,1,3,1,1,0,0,35000,591581,12,11,6,7,7,22,2,6,0,0,48614,3133851,63,11,7,7,8,16,11,7,0,0,50474,3791350,68,13,7,7,8,14,5,18,1,2,53131,5169554,76,13,9,7,11,22,7,10,0,1,50000,4575545,81,7,5,8,13,6,11,4,0,0,41512,2700147,52,11,16,6,7,3,5,1,0,0,22607,1618578,49,52.6,182,38530,48603,101,33618,41929,37860,45447,545368,38046,41734,2629249,43341,46477,3160432,46842,58684,4459986,38125,46723,3784525,33841,44233,2300094,22049,29492,1445097,10,US,11,BlockApportionment:US.BlockGroups,2.191,2.576,1,402,45
12,Barrio Hollywood,1,NEIGHBORHOODS,11,US,12,BlockApportionment:US.BlockGroups,2.191,2.576,1,205,136,108,138,165,63,31,11,2,35936599,35921071,859,32736,322,41817,13764,33574,48483,51640,48833,40447,33781,23784,224,152,133,144,149,31,24,1,1,28262,30480161,35483,859,10,4,3,3,3,2,1,0,0,21688,872925,26,33,16,17,12,32,19,6,4,0,38588,6739167,139,28,13,17,25,35,12,9,2,2,41782,7384519,143,35,14,15,22,29,16,8,5,0,39339,7031959,144,40,25,16,29,42,9,6,0,0,35907,6754661,167,29,22,28,41,22,0,1,0,0,31583,4830751,143,30,42,12,6,2,5,0,0,0,17734,2307089,97,53.4,407,27181,34134,240,24270,29741,19908,27661,719190,35589,39556,5498341,38114,43835,6268456,33705,41313,5949003,28818,34453,5753598,26532,29198,4175327,17127,21817,2116246,11,US,12,BlockApportionment:US.BlockGroups,2.191,2.576,1,859,30
13,Barrio San Antonio,5,NEIGHBORHOODS,12,US,13,BlockApportionment:US.BlockGroups,2.191,2.576,1,27,11,10,17,23,19,12,13,9,14347052,11515755,143,54409,12,80530,41586,27416,81158,84968,97812,80866,81900,70311,29,12,13,21,28,11,19,5,5,46782,8867915,62013,143,4,1,1,1,1,0,0,0,0,15000,219324,8,6,2,3,4,5,4,2,3,2,51748,2597059,32,5,2,2,4,5,3,2,2,2,51697,2209164,26,4,1,1,2,3,3,3,2,2,69553,2054050,21,3,1,1,3,5,5,2,2,1,65217,1779043,22,4,2,1,3,3,3,4,2,1,60431,1883693,23,2,2,1,1,1,2,0,1,0,35000,773423,11,47.6,57,58908,79217,34,52308,80519,15000,23608,188863,45161,59557,1905839,46065,63155,1642032,54463,77451,1626473,50000,63352,1393745,52174,66126,1520909,25000,53641,590054,12,US,13,BlockApportionment:US.BlockGroups,2.191,2.576,1,143,68
14,Barrio Santa Rosa,5,NEIGHBORHOODS,13,US,14,BlockApportionment:US.BlockGroups,2.191,2.576,1,92,44,50,60,77,20,23,7,8,21297915,18570856,380,35802,110,48871,18424,30420,48878,57907,54574,51186,45660,25691,98,53,57,68,61,19,16,4,4,31135,15585991,41016,380,10,7,4,4,2,0,0,0,0,18727,851749,28,20,7,14,13,21,5,6,2,1,38124,4350148,89,16,5,12,11,18,5,6,1,3,41302,4400930,76,14,5,10,11,14,3,5,1,2,38683,3601909,66,13,6,6,9,14,4,4,1,1,40450,2968783,58,10,5,2,10,6,3,2,0,0,36987,1780749,39,10,9,1,2,1,0,0,1,0,16192,616588,24,44.6,121,32339,44718,63,21991,38667,17531,25451,712625,35223,40425,3597852,38221,47936,3643141,35000,47347,3124900,33548,42613,2471542,29057,38852,1515217,16016,21696,520715,13,US,14,BlockApportionment:US.BlockGroups,2.191,2.576,1,380,33
15,Barrio Viejo,6,NEIGHBORHOODS,14,US,15,BlockApportionment:US.BlockGroups,2.191,2.576,1,82,39,46,82,70,52,38,16,31,32356325,32949131,456,45094,45,72257,39363,55549,68613,84863,82030,69072,77877,50356,88,47,63,76,82,35,34,15,15,39622,25862896,56717,456,7,4,2,3,4,2,0,0,2,29374,1333183,24,16,7,10,18,13,10,7,3,5,43241,6106522,89,10,4,9,13,17,11,9,3,7,55948,6958791,82,11,5,8,12,14,11,9,2,7,54566,6398319,78,12,4,8,16,15,9,7,3,4,48699,5456671,79,10,4,5,16,6,2,4,2,5,40726,4127483,53,17,11,4,5,2,7,1,4,1,22432,2568161,51,49.2,183,40495,66045,104,35975,63166,23235,45096,1082298,38922,52685,4688927,51153,65878,5402012,50000,67101,5233872,38685,52887,4178083,33927,60043,3182262,22231,41087,2095443,14,US,15,BlockApportionment:US.BlockGroups,2.191,2.576,1,456,59
16,Bear Canyon,2,NEIGHBORHOODS,15,US,16,BlockApportionment:US.BlockGroups,2.191,2.576,1,60,72,62,149,221,158,220,83,111,109854932,115521317,1137,75470,24,101602,43063,51638,75279,111748,133487,127477,91938,70042,73,79,96,190,245,159,181,59,55,60714,90105566,79249,1137,8,5,6,7,13,3,4,1,0,43492,2426995,47,12,10,12,40,31,21,23,7,6,54023,12195278,162,5,3,6,19,20,22,24,13,14,84408,14080199,126,5,6,7,18,20,19,49,23,28,108373,23360288,175,12,12,9,19,33,44,59,27,41,99244,32634078,256,11,24,11,19,52,35,44,11,16,71243,20318243,221,8,13,11,26,53,14,17,2,5,54867,10506237,150,57.3,627,75196,101049,371,62054,82862,38299,44116,2073441,46192,59228,9595001,67497,83613,10535239,88826,103558,18122726,79841,96231,24635187,58820,74427,16448387,45133,57971,8695583,15,US,16,BlockApportionment:US.BlockGroups,2.191,2.576,1,1137,144
17,Blenman-Elm,6,NEIGHBORHOODS,16,US,17,BlockApportionment:US.BlockGroups,2.191,2.576,1,215,154,127,180,294,240,173,124,81,118917895,125170954,1588,57765,187,78823,36783,45943,77087,83434,98204,95717,72406,65222,244,165,147,241,359,154,193,45,40,49747,98298756,61901,1588,51,26,25,27,29,15,7,4,3,30906,8683309,189,51,31,33,47,65,59,40,28,17,56932,28676338,372,24,15,14,27,43,43,36,18,10,68782,19189875,230,24,17,14,25,36,33,27,34,18,73093,22292206,227,27,22,11,15,53,41,38,23,20,72980,23833429,249,22,26,15,25,48,36,17,10,9,56014,15060437,208,15,17,15,15,20,12,8,8,4,43940,7435360,114,45.2,571,60030,80995,322,52735,69863,26586,37752,7135117,47142,58624,21807974,56457,66239,15235084,60158,77628,17621542,58565,73790,18373689,47972,58452,12158017,37351,52345,5967333,16,US,17,BlockApportionment:US.BlockGroups,2.191,2.576,1,1588,66
18,Broadmoor-Broadway,6,NEIGHBORHOODS,17,US,18,BlockApportionment:US.BlockGroups,2.191,2.576,1,38,58,42,69,24,56,53,22,32,34116895,33287075,394,47128,11,84485,38991,44499,97763,93896,113273,93391,73373,37959,48,63,57,50,56,43,45,18,15,42731,25464320,64630,394,3,3,4,3,1,2,1,0,0,30290,756482,17,6,8,5,14,5,8,8,3,9,50000,6256854,64,4,8,6,6,2,10,9,3,6,76797,5164291,55,3,6,4,6,2,8,9,4,7,84071,5437114,48,10,13,7,13,6,15,17,9,9,75610,9339121,100,4,10,7,13,5,11,7,3,3,46173,4549127,62,8,11,10,12,2,3,2,0,0,29063,1784086,47,56.2,209,43627,74630,109,37310,57056,26214,37075,630282,46188,68986,4415107,51938,70485,3876678,64040,84956,4077868,54726,71757,7175737,40377,59871,3712022,26843,33545,1576625,17,US,18,BlockApportionment:US.BlockGroups,2.191,2.576,1,394,80
19,Broadway/Northeast,2,NEIGHBORHOODS,18,US,19,BlockApportionment:US.BlockGroups,2.191,2.576,1,23,11,28,44,57,47,43,13,10,22864556,21570142,276,61502,43,78153,33041,55258,68889,90342,91949,86431,81043,54345,24,17,39,49,68,38,30,5,5,51978,17468952,63293,276,1,0,0,0,1,0,0,0,0,50000,165773,3,4,1,3,7,8,5,6,0,1,55591,2479990,36,5,1,1,3,5,4,12,1,1,82855,3161967,35,4,0,2,6,9,8,6,3,3,73006,3769892,41,4,1,3,7,13,12,10,4,2,75000,4926585,57,2,3,6,10,14,11,3,4,3,59689,4457362,55,3,5,13,10,6,6,5,1,0,38984,2608573,48,58.9,160,57824,74488,103,50407,67295,50000,55588,166764,47635,55862,2011035,68571,71422,2499780,58422,74571,3057424,57243,68720,3917038,50878,64533,3549298,35000,47242,2267612,18,US,19,BlockApportionment:US.BlockGroups,2.191,2.576,1,276,98
20,Campbell-Grant,3,NEIGHBORHOODS,19,US,20,BlockApportionment:US.BlockGroups,2.191,2.576,1,134,37,76,137,92,104,53,20,20,39858354,41477315,674,43473,28,61539,30826,40064,68764,70850,78403,65598,49635,37457,139,55,96,131,132,55,45,12,9,39132,33634169,49902,674,25,3,11,19,8,4,3,1,1,33243,3044894,76,22,9,11,43,21,19,10,6,7,44777,10177117,148,12,4,11,23,11,15,11,2,4,46847,6730745,95,16,3,8,18,13,20,12,6,5,58598,7997128,102,17,7,11,10,18,27,10,4,2,58853,6887743,105,22,4,11,16,15,14,6,2,0,41172,4467182,90,20,7,12,7,6,4,2,0,1,26499,2172504,58,46.8,253,41352,53049,148,34136,44562,28788,35949,2732124,41196,52488,7768256,44654,57134,5427775,50000,63023,6428320,49241,53204,5586463,33348,41690,3752139,25570,33433,1939093,19,US,20,BlockApportionment:US.BlockGroups,2.191,2.576,1,674,46
21,Campus Farm,3,NEIGHBORHOODS,20,US,21,BlockApportionment:US.BlockGroups,2.191,2.576,1,922,549,279,512,389,246,298,87,36,153202221,155304737,3319,31169,389,46793,19907,26424,55392,57005,55275,54005,43680,37244,1027,538,367,494,419,233,200,22,18,27054,129900345,39138,3319,351,148,45,99,47,20,12,5,4,15616,19289866,730,138,99,66,114,89,58,79,34,7,39005,37888114,684,89,57,43,76,45,41,69,16,5,39966,25139020,441,98,53,34,74,52,38,46,18,7,38917,23215577,420,126,65,32,66,90,53,64,9,7,41354,27704452,513,72,75,36,68,56,26,18,2,4,33437,15550088,356,49,53,24,15,10,11,8,3,2,21101,6517621,175,40.6,1044,33648,47674,531,27286,41481,14408,22842,16674589,36363,45182,30904308,37822,47391,20899542,34144,47234,19838151,33241,44717,22939928,27046,36465,12981495,19985,32356,5662333,20,US,21,BlockApportionment:US.BlockGroups,2.191,2.576,1,3319,33
22,Catalina Vista,6,NEIGHBORHOODS,21,US,22,BlockApportionment:US.BlockGroups,2.191,2.576,1,39,10,20,29,49,32,38,52,34,36905868,32962128,301,77802,10,109509,53026,65569,110338,116081,147269,125654,102942,75200,40,15,23,40,53,28,68,18,17,63302,24757815,82252,301,7,1,3,3,5,1,2,1,2,41387,1639232,25,7,3,5,8,13,9,10,14,8,80682,8496060,77,3,0,2,3,5,4,4,8,3,92446,3830667,33,3,0,2,2,2,3,5,10,6,143273,5154401,35,6,1,2,2,9,7,9,13,7,103904,7036618,56,6,2,2,4,9,5,6,3,5,67548,4323562,42,7,2,3,5,5,3,3,3,2,48022,2481588,33,49.4,131,75639,105662,75,59220,90735,32911,51747,1293676,61710,79610,6129987,75000,86703,2861206,103396,109756,3841476,80817,94597,5297413,58582,81520,3423844,37784,57885,1910212,21,US,22,BlockApportionment:US.BlockGroups,2.191,2.576,1,301,105
23,Catalina Vista/Blenman-Elm,6,NEIGHBORHOODS,22,US,23,BlockApportionment:US.BlockGroups,2.191,2.576,1,3,0,0,3,4,8,4,10,7,5889287,5872849,41,115281,0,143240,65437,119218,155008,158813,174867,167054,130204,111801,3,0,1,4,9,5,12,4,4,93904,4282732,104457,41,0,0,0,1,0,1,0,0,0,62500,357653,3,0,0,0,0,1,1,1,2,1,150000,930049,6,0,0,0,0,0,1,0,1,1,169023,476439,3,0,0,0,0,0,1,1,2,1,157335,874335,5,1,0,0,0,1,2,1,3,2,150000,1670540,10,0,0,0,0,1,1,0,1,1,125000,781223,6,1,0,0,1,1,1,1,1,1,85714,782609,7,58,23,109856,154018,13,92174,142167,50000,93032,279095,65822,106555,639331,87500,116920,350759,118327,128795,643973,100000,121556,1215564,100000,97836,587015,75000,80999,566995,22,US,23,BlockApportionment:US.BlockGroups,2.191,2.576,1,41,152
24,Houghton South,4,NEIGHBORHOODS,23,US,24,BlockApportionment:US.BlockGroups,2.191,2.576,1,32,58,93,159,396,345,483,153,52,159448388,165989237,1772,83642,27,93673,33191,71567,84674,103160,103990,96066,83115,61439,42,78,119,266,514,371,322,34,26,66072,134175423,75720,1772,2,4,5,7,23,14,8,2,1,63113,4651825,65,2,6,17,37,75,66,62,13,5,76131,23962847,283,6,10,15,22,69,88,197,44,10,102274,47453419,460,4,9,16,50,57,76,115,54,17,94485,41388172,398,8,8,10,17,63,66,57,25,11,82706,25361481,264,8,17,19,9,70,31,38,14,8,66845,17703458,213,2,5,11,17,41,5,7,2,1,53300,5468034,89,47,566,70742,85146,302,61047,75972,53529,61325,3986102,56715,67765,19177552,77346,81055,37285107,77225,85856,34170631,65830,76486,20192214,56848,69049,14707500,43116,52318,4656316,23,US,24,BlockApportionment:US.BlockGroups,2.191,2.576,1,1772,91
25,Colonia Del Valle,6,NEIGHBORHOODS,24,US,25,BlockApportionment:US.BlockGroups,2.191,2.576,1,91,97,50,170,298,204,93,24,20,70277662,70592946,1047,56868,134,67424,28580,57177,72941,75918,72360,72881,68937,46052,103,98,109,219,327,105,64,12,10,49469,57814196,55219,1047,2,2,0,2,4,1,1,1,0,51805,743295,13,10,7,3,18,35,27,16,4,2,63606,8825803,121,11,7,4,14,39,36,21,1,3,68606,10400754,137,19,6,7,29,53,40,12,9,4,60340,13024715,180,21,9,6,25,77,50,21,5,5,62461,15888045,218,10,21,8,37,60,26,15,2,7,54508,12822354,186,17,45,23,45,30,24,8,2,0,37844,8887979,193,58.3,597,53078,62769,379,46098,57132,36693,43348,563519,51564,57662,6977083,56202,61841,8472190,52880,60085,10815322,52238,59432,12956194,46404,56032,10421897,32764,39420,7607991,24,US,25,BlockApportionment:US.BlockGroups,2.191,2.576,1,1047,76
26,Corbett,4,NEIGHBORHOODS,25,US,26,BlockApportionment:US.BlockGroups,2.191,2.576,1,314,523,330,380,520,193,140,15,0,108802603,108772623,2415,36153,660,45040,16576,32234,44400,50168,51609,47355,38014,33575,403,542,372,443,455,127,72,1,0,31366,92950416,38489,2415,19,33,18,18,11,3,2,0,0,25000,3352358,104,68,86,65,68,93,36,26,2,0,35469,19713445,444,51,60,54,69,108,43,32,2,0,43470,21020594,419,53,67,55,67,97,43,39,7,0,42497,22088551,428,68,99,50,70,150,43,29,2,0,42075,24198518,511,36,88,45,60,42,13,10,1,0,29423,11214178,295,19,90,43,28,19,12,2,1,0,24614,7184979,214,50.6,1020,32456,41762,509,26841,36148,21239,28060,2918266,32869,37142,16491254,38979,43081,18051134,36751,44799,19173759,34360,39844,20360224,25587,32545,9600701,23148,29697,6355078,25,US,26,BlockApportionment:US.BlockGroups,2.191,2.576,1,2415,34
27,Cottonwood Manor,3,NEIGHBORHOODS,26,US,27,BlockApportionment:US.BlockGroups,2.191,2.576,1,14,15,18,18,27,4,1,1,4,7101292,5347102,102,37460,23,52423,22907,35562,57013,60169,63498,66259,50278,29088,16,19,21,21,19,1,2,2,2,32203,4330512,42456,102,0,0,0,0,1,0,0,0,0,62500,71123,2,1,1,1,2,4,1,0,0,0,50000,684155,12,1,1,1,2,3,0,0,0,0,40901,541520,9,1,1,1,2,5,0,0,0,1,50994,761981,12,3,2,3,5,5,1,1,0,1,40946,1391430,21,3,4,5,4,6,1,0,0,1,35000,1256947,25,4,7,6,1,3,0,0,0,0,23853,639947,22,62.9,68,31343,49823,47,28110,42153,42500,32877,65754,38740,41965,503585,38176,53817,484349,40815,55153,661837,35000,51349,1078333,28139,39011,975272,20854,25517,561381,26,US,27,BlockApportionment:US.BlockGroups,2.191,2.576,1,102,70
