OBJECTID,NAME,WARD,DATASOURCE,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HINC0_CY,HINC15_CY,HINC25_CY,HINC35_CY,HINC50_CY,HINC75_CY,HINC100_CY,HINC150_CY,HINC200_CY,AGGINC_CY,AGGHINC_CY,HINCBASECY,MEDHINC_CY,ACSSNAP,AVGHINC_CY,PCI_CY,AVGIA15_CY,AVGIA25_CY,AVGIA35_CY,AVGIA45_CY,AVGIA55_CY,AVGIA65_CY,AVGIA75_CY,DI0_CY,DI15_CY,DI25_CY,DI35_CY,DI50_CY,DI75_CY,DI100_CY,DI150_CY,DI200_CY,MEDDI_CY,AGGDI_CY,AVGDI_CY,DIBASE_CY,A15I0_CY,A15I15_CY,A15I25_CY,A15I35_CY,A15I50_CY,A15I75_CY,A15I100_CY,A15I150_CY,A15I200_CY,MEDIA15_CY,AGGIA15_CY,IA15BASECY,A25I0_CY,A25I15_CY,A25I25_CY,A25I35_CY,A25I50_CY,A25I75_CY,A25I100_CY,A25I150_CY,A25I200_CY,MEDIA25_CY,AGGIA25_CY,IA25BASECY,A35I0_CY,A35I15_CY,A35I25_CY,A35I35_CY,A35I50_CY,A35I75_CY,A35I100_CY,A35I150_CY,A35I200_CY,MEDIA35_CY,AGGIA35_CY,IA35BASECY,A45I0_CY,A45I15_CY,A45I25_CY,A45I35_CY,A45I50_CY,A45I75_CY,A45I100_CY,A45I150_CY,A45I200_CY,MEDIA45_CY,AGGIA45_CY,IA45BASECY,A55I0_CY,A55I15_CY,A55I25_CY,A55I35_CY,A55I50_CY,A55I75_CY,A55I100_CY,A55I150_CY,A55I200_CY,MEDIA55_CY,AGGIA55_CY,IA55BASECY,A65I0_CY,A65I15_CY,A65I25_CY,A65I35_CY,A65I50_CY,A65I75_CY,A65I100_CY,A65I150_CY,A65I200_CY,MEDIA65_CY,AGGIA65_CY,IA65BASECY,A75I0_CY,A75I15_CY,A75I25_CY,A75I35_CY,A75I50_CY,A75I75_CY,A75I100_CY,A75I150_CY,A75I200_CY,MEDIA75_CY,AGGIA75_CY,IA75BASECY,MEDHHR_CY,IA55UBASCY,MEDIA55UCY,AVGIA55UCY,IA65UBASCY,MEDIA65UCY,AVGIA65UCY,MEDDIA15CY,AVGDIA15CY,AGGDIA15CY,MEDDIA25CY,AVGDIA25CY,AGGDIA25CY,MEDDIA35CY,AVGDIA35CY,AGGDIA35CY,MEDDIA45CY,AVGDIA45CY,AGGDIA45CY,MEDDIA55CY,AVGDIA55CY,AGGDIA55CY,MEDDIA65CY,AVGDIA65CY,AGGDIA65CY,MEDDIA75CY,AVGDIA75CY,AGGDIA75CY,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,TOTHH_CY,WLTHINDXCY
103,South Harrison,4,NEIGHBORHOODS,12,US,103,BlockApportionment:US.BlockGroups,2.191,2.576,1,107,173,215,437,559,432,417,46,105,199131659,195704052,2491,61376,131,78564,30655,50299,78325,92150,85750,86357,74509,48395,130,210,336,486,658,349,217,54,51,51962,158117394,63475,2491,6,5,4,12,9,6,3,0,0,42786,2112543,42,12,15,25,67,72,61,47,7,13,61412,24829113,317,12,21,18,49,77,60,109,8,21,78328,34556330,375,17,23,21,55,95,90,90,12,18,74806,36014826,420,27,37,30,71,141,104,99,12,33,67889,47841842,554,18,30,40,102,124,83,57,6,19,57279,35540678,477,16,42,78,82,43,30,12,2,3,37197,14808720,306,56.7,1337,55669,73222,783,48336,63976,39590,45479,1910126,50943,61901,19622459,62404,72389,27145810,59414,71133,29875969,54659,67922,37628555,50053,61402,29288557,32899,41327,12645918,12,US,103,BlockApportionment:US.BlockGroups,2.191,2.576,1,2491,97
104,South Park,5,NEIGHBORHOODS,13,US,104,BlockApportionment:US.BlockGroups,2.191,2.576,1,271,144,212,151,224,79,20,12,4,44285313,44891925,1116,30966,433,40226,12037,27217,49333,43234,44859,43003,28963,20173,297,188,200,184,194,28,20,3,2,27866,38073997,34116,1116,22,14,12,4,8,2,0,0,0,20294,1687426,62,46,26,51,30,74,28,5,7,2,39748,13270612,269,40,19,37,26,43,15,5,1,1,34077,8084666,187,32,16,38,27,33,14,6,2,1,34445,7581168,169,35,18,40,31,49,14,3,2,0,36038,8256495,192,47,24,22,28,14,3,1,0,0,24095,4054801,140,48,27,11,5,3,3,0,0,0,15098,1956757,97,47.4,429,26530,33337,237,18369,25473,17415,23647,1466127,35885,40084,10782706,31786,37131,6943452,30974,39902,6743449,30524,35753,6864590,20354,25005,3500633,14265,18279,1773040,13,US,104,BlockApportionment:US.BlockGroups,2.191,2.576,1,1116,28
105,Cabrini,3,NEIGHBORHOODS,14,US,105,BlockApportionment:US.BlockGroups,2.191,2.576,1,168,116,151,181,220,79,37,5,2,43719320,43213199,961,37715,156,44967,21131,35805,50179,48427,48902,43298,38166,30825,189,147,163,207,194,36,22,1,1,33464,36646542,38134,961,25,15,24,20,16,3,3,0,0,29435,3831124,107,39,21,40,41,58,29,18,1,0,42324,12444340,248,22,13,24,31,34,19,5,1,0,41058,7215660,149,22,12,22,35,46,13,5,1,1,43234,7726443,158,35,20,21,27,46,9,4,1,1,37490,7144206,165,16,20,16,18,16,4,2,1,0,30778,3587584,94,8,14,4,8,3,2,0,0,0,22247,1263842,41,43.5,299,33130,40526,135,28249,36753,25391,30805,3296116,37590,41700,10341584,37893,41694,6212379,37752,42312,6685313,30382,35901,5923605,26419,32637,3067904,21773,27308,1119641,14,US,105,BlockApportionment:US.BlockGroups,2.191,2.576,1,961,28
106,Starr Pass,1,NEIGHBORHOODS,15,US,106,BlockApportionment:US.BlockGroups,2.191,2.576,1,70,22,68,139,166,129,167,64,83,86223925,91034195,906,72693,59,100479,47559,48859,91747,114950,123628,111043,103492,75380,73,41,101,152,193,123,139,45,39,58617,70210766,77495,906,5,0,4,7,5,2,2,0,0,40788,1221468,25,6,1,9,29,19,16,26,9,6,68958,11009677,120,3,2,4,19,20,14,23,8,13,82382,12299601,107,5,2,5,9,17,15,29,12,14,100998,13351851,108,10,3,8,24,29,26,31,10,19,79462,17766861,160,15,7,17,22,52,40,28,18,22,73250,22871730,221,26,6,21,30,24,16,27,8,8,50000,12513007,166,60.8,547,68476,97169,387,63961,91433,37622,44175,1104384,54889,71406,8568723,65418,84246,9014341,78987,95556,10320089,63917,83697,13391492,59171,80069,17695313,42764,60942,10116424,15,US,106,BlockApportionment:US.BlockGroups,2.191,2.576,1,906,160
107,Stella Mann,4,NEIGHBORHOODS,16,US,107,BlockApportionment:US.BlockGroups,2.191,2.576,1,226,210,185,350,325,187,116,12,0,89539417,79901962,1612,41429,433,49567,19884,41291,53310,55723,54025,49293,38877,35144,264,233,257,350,341,112,53,1,0,36505,67552033,41906,1612,23,18,17,19,14,12,6,0,0,32386,4500763,109,46,39,44,72,68,49,36,2,0,43933,18978187,356,36,23,28,68,57,42,35,1,0,46972,16215447,291,34,24,27,58,72,31,19,6,0,47355,14640739,271,48,37,29,60,75,38,16,2,0,43305,15034347,305,26,35,21,51,30,9,3,0,0,35971,6842377,176,13,34,20,22,8,6,1,1,0,27063,3690101,105,46.9,586,37325,43704,281,32241,37616,27589,35963,3919919,39116,44258,15755772,42741,47026,13684432,40793,46795,12681417,35408,40986,12500622,28190,32942,5797833,25384,30591,3212037,16,US,107,BlockApportionment:US.BlockGroups,2.191,2.576,1,1612,35
108,Sunnyside,1,NEIGHBORHOODS,17,US,108,BlockApportionment:US.BlockGroups,2.191,2.576,1,915,830,659,770,724,434,240,26,8,197074483,197629170,4606,33040,1645,42907,12756,29508,42520,49379,50663,45190,37193,30313,1054,903,778,733,764,245,121,5,3,28626,167739993,36418,4606,63,46,25,24,20,9,2,0,0,20730,5606612,190,195,141,133,110,161,80,42,6,1,31765,36949693,869,140,110,107,122,134,106,67,7,1,38859,39157696,793,136,93,89,123,169,84,59,8,4,41598,38757263,765,151,132,87,166,161,73,46,4,2,37692,37145813,822,117,117,137,183,60,39,20,0,0,31755,25067746,674,112,191,81,42,18,43,6,1,0,20685,14944349,493,50.9,1989,29928,38792,1167,26566,34286,18242,25913,4923545,29638,35048,30456567,36113,41746,33104291,36295,43958,33628029,30268,37835,31100680,26703,31675,21348745,19679,26730,13178136,17,US,108,BlockApportionment:US.BlockGroups,2.191,2.576,1,4606,32
109,Sunset Villa,1,NEIGHBORHOODS,18,US,109,BlockApportionment:US.BlockGroups,2.191,2.576,1,97,53,99,66,50,41,9,4,2,16672939,16842413,421,30140,114,40006,12905,29441,44621,46121,48785,41463,31856,23738,105,77,94,60,60,16,7,1,1,27231,14166182,33649,421,7,2,5,4,2,1,1,0,0,28069,647701,22,14,7,16,10,9,6,2,1,1,31703,2944960,66,12,5,18,10,11,10,1,1,0,34202,3136232,68,15,6,18,11,9,10,3,2,1,33834,3610111,74,17,8,16,12,16,10,1,0,0,34143,3317048,80,15,11,17,16,3,2,2,0,0,28102,2070658,65,18,14,8,3,1,3,0,0,0,17655,1115703,47,52.4,191,27477,33696,112,24100,28198,25000,27816,611945,29681,36303,2395986,32028,38547,2621165,30415,40903,3026807,29332,34528,2762251,25138,27380,1779698,16856,20603,968330,18,US,109,BlockApportionment:US.BlockGroups,2.191,2.576,1,421,28
110,Swan Way Park,6,NEIGHBORHOODS,19,US,110,BlockApportionment:US.BlockGroups,2.191,2.576,1,114,56,32,97,75,30,59,24,7,28002155,27929822,495,40577,81,56424,25526,30056,55611,64017,65614,59108,52878,33000,124,58,64,85,69,39,47,6,4,35242,23423930,47321,495,10,4,1,1,4,0,1,0,0,15810,631176,21,20,7,6,15,13,7,12,2,1,42169,4671287,84,18,7,4,17,14,7,11,5,2,45938,5441427,85,21,7,3,16,17,4,10,6,3,45746,5642777,86,24,8,5,26,18,6,16,6,1,44022,6501834,110,11,9,7,19,8,5,7,4,0,39696,3754313,71,10,14,5,4,1,1,2,1,0,19962,1287007,39,51.7,220,38611,52950,110,32924,46679,14318,26280,551880,38370,45765,3844259,42315,52184,4435658,39759,55055,4734749,35831,49722,5469399,31729,46212,3281069,19176,28382,1106917,19,US,110,BlockApportionment:US.BlockGroups,2.191,2.576,1,495,44
111,Terra Del Sol,4,NEIGHBORHOODS,20,US,111,BlockApportionment:US.BlockGroups,2.191,2.576,1,150,201,223,397,400,310,156,52,17,114812387,114944358,1906,49048,213,60307,24797,59107,64938,68699,67028,63977,55464,41418,176,242,312,402,471,163,117,14,8,41853,95728855,50225,1906,5,3,9,13,12,4,3,5,0,45375,3309973,56,19,22,30,67,71,63,23,6,5,53574,19935846,307,17,20,23,55,49,54,34,8,4,56554,18136543,264,23,12,27,61,81,67,29,7,4,57315,20912651,312,30,30,35,56,114,65,38,9,3,55808,24375395,381,22,26,39,84,51,33,19,9,1,43182,15807122,285,32,87,58,60,22,24,10,8,0,29533,12466828,301,55.4,967,42875,54559,586,37005,48332,39375,49786,2788039,45042,51570,15831911,50468,56109,14812880,51363,57525,17947891,45748,53038,20207624,36157,46494,13250895,27126,36178,10889615,20,US,111,BlockApportionment:US.BlockGroups,2.191,2.576,1,1906,58
112,Thunderbird Heights/Wilmot Desert Esta,6,NEIGHBORHOODS,21,US,112,BlockApportionment:US.BlockGroups,2.191,2.576,1,53,48,38,78,40,64,53,28,16,32924821,30299287,417,47922,69,72660,34476,42978,74501,80153,86205,79434,63269,56603,61,52,59,61,70,47,49,9,9,42790,24411946,58542,417,4,1,2,4,2,2,1,0,0,37593,687641,16,10,6,4,10,7,7,9,5,2,50000,4470059,60,6,4,4,10,5,9,9,4,2,60654,4248131,53,9,4,5,11,7,11,12,7,4,70436,6034357,70,11,8,6,13,9,18,13,6,4,64923,6910787,87,7,12,8,23,8,11,7,4,2,42470,5061534,80,7,14,8,6,2,6,3,2,2,29183,2886777,51,56.1,218,44139,67541,131,38863,60214,35000,37727,603626,45161,59096,3545763,53103,62927,3335137,54592,70416,4929141,51470,63492,5523834,35000,51904,4152285,27113,45533,2322161,21,US,112,BlockApportionment:US.BlockGroups,2.191,2.576,1,417,66
113,Tucson Park West #1,1,NEIGHBORHOODS,22,US,113,BlockApportionment:US.BlockGroups,2.191,2.576,1,186,70,103,61,66,44,35,4,0,21236406,21416655,569,27095,32,37639,17727,26900,52649,46625,47350,46569,50396,35000,200,100,84,66,71,30,18,0,0,22836,18111367,31830,569,124,43,56,24,18,7,8,2,0,18013,7585659,282,17,6,16,7,18,9,11,1,0,41527,4475153,85,11,4,8,5,6,4,5,1,0,33343,2051485,44,8,2,5,4,5,5,2,0,0,36405,1515194,32,15,4,7,7,9,8,4,0,0,36614,2514747,54,7,4,8,10,8,8,3,0,0,41057,2469415,49,4,7,3,4,2,2,1,0,0,26276,805000,23,25.3,127,36822,46313,72,36898,46119,15752,23157,6530326,37200,43906,3731990,32527,39474,1736841,32455,40026,1280837,30496,38436,2075561,33147,42224,2068994,22808,29862,686819,22,US,113,BlockApportionment:US.BlockGroups,2.191,2.576,1,569,25
114,Vista Del Monte,2,NEIGHBORHOODS,23,US,114,BlockApportionment:US.BlockGroups,2.191,2.576,1,82,92,121,89,111,82,108,18,3,42987229,40972262,706,43715,108,58034,25865,40256,60209,66903,71027,62413,54079,37019,96,117,121,98,129,81,61,3,1,37270,34523305,48900,706,7,5,7,4,4,1,2,1,0,29019,1167423,29,12,10,18,12,18,12,23,1,0,50943,6321926,105,11,9,12,13,14,11,20,4,1,53268,6355809,95,13,8,15,14,22,12,20,7,2,55413,8097083,114,19,14,19,18,25,24,26,4,0,53225,9299568,149,9,15,21,15,18,17,11,1,0,42318,5732379,106,12,32,31,13,9,4,7,0,0,27253,3998075,108,55.7,364,37525,52280,214,31819,45258,25713,33744,978587,42774,50726,5326206,47892,53939,5124223,50328,60545,6902077,42856,51674,7699412,34370,46198,4896961,25839,33295,3595839,23,US,114,BlockApportionment:US.BlockGroups,2.191,2.576,1,706,45
115,Wakefield,5,NEIGHBORHOODS,24,US,115,BlockApportionment:US.BlockGroups,2.191,2.576,1,345,280,177,271,241,128,65,5,2,60963452,61480221,1514,31896,639,40608,12881,26770,46138,46008,46545,43603,31729,25712,390,293,231,257,244,66,31,2,0,27529,52186762,34469,1514,26,16,8,10,4,2,1,0,0,18480,1820328,68,53,30,32,35,39,39,13,1,0,36925,11165411,242,58,40,33,53,55,32,18,0,1,37956,13388213,291,57,29,25,42,52,25,17,1,1,38727,11543178,248,56,38,30,59,71,20,12,1,0,38725,12470549,286,44,63,35,61,13,5,2,1,0,26055,7107256,224,50,64,15,11,7,6,2,1,0,17766,3985286,155,51.3,665,26825,35327,379,21411,29191,16875,24326,1654141,34403,37519,9079512,35335,39119,11383656,33523,40188,9966699,31323,36785,10520590,22800,26291,5889130,17295,23826,3693034,24,US,115,BlockApportionment:US.BlockGroups,2.191,2.576,1,1514,29
116,West University,6,NEIGHBORHOODS,25,US,116,BlockApportionment:US.BlockGroups,2.191,2.576,1,498,172,166,138,140,84,105,23,33,68906355,61474232,1359,25427,152,45235,15151,30189,52989,60035,62292,55321,42533,28956,532,195,149,155,148,79,66,20,15,21785,50200474,36939,1359,241,82,63,53,19,18,19,5,6,15990,15215370,504,107,37,48,34,44,25,38,8,10,30859,18652266,352,38,13,18,14,21,11,15,3,6,35403,8404905,140,38,11,12,15,17,10,15,4,6,37331,7911097,127,39,13,12,11,27,13,12,3,4,38349,7357722,133,21,11,8,10,10,5,4,0,1,28105,2977315,70,13,6,6,2,3,2,1,0,0,19758,955557,33,30,236,30284,47640,103,25260,38183,14737,25354,12778393,29043,41811,14717613,34511,47580,6661248,34088,51075,6486567,31970,45937,6109604,24344,36246,2537246,18157,27570,909803,25,US,116,BlockApportionment:US.BlockGroups,2.191,2.576,1,1359,30
117,Western Hills II,5,NEIGHBORHOODS,26,US,117,BlockApportionment:US.BlockGroups,2.191,2.576,1,41,66,41,47,37,34,35,6,0,15174361,15406274,306,36277,153,50347,14155,33775,55315,56888,63893,50402,40067,26951,53,67,47,40,49,29,20,0,0,31207,13106742,42832,306,3,4,2,1,0,1,1,0,0,21337,371530,11,8,16,9,6,12,8,9,3,0,40310,3872064,70,4,8,7,6,8,6,7,1,0,45353,2730616,48,4,6,7,5,5,8,9,2,0,53833,3002987,47,11,12,8,9,6,9,7,1,0,35600,3124935,62,5,4,6,16,5,1,1,0,0,37063,1522550,38,5,17,2,4,0,1,1,0,0,18860,781592,29,50,130,31580,41443,67,28097,33884,18542,27288,300169,35978,45513,3185920,42371,48537,2329781,45473,54637,2567921,30740,42648,2644200,29931,34572,1313718,18445,26380,765033,26,US,117,BlockApportionment:US.BlockGroups,2.191,2.576,1,306,37
118,Wilshire Heights,6,NEIGHBORHOODS,27,US,118,BlockApportionment:US.BlockGroups,2.191,2.576,1,9,7,3,26,42,15,24,1,6,11365149,10581302,133,59568,8,79559,33724,83701,83310,102147,84757,85622,86197,48640,10,6,14,33,35,17,11,3,3,51290,8536078,64181,133,0,0,0,0,1,0,0,0,0,62500,83701,1,1,0,0,3,5,2,4,0,1,67832,1332954,16,0,0,0,2,3,2,5,0,1,92308,1430057,14,2,0,0,4,6,2,3,0,1,59164,1610391,19,2,1,0,3,11,4,5,0,1,63655,2397415,28,1,1,0,5,10,3,4,0,2,61433,2413510,28,4,4,2,8,6,2,2,0,0,40766,1313274,27,60.9,83,55815,75607,55,51839,69015,42500,60580,60580,53033,66704,1067258,70228,77806,1089288,54062,68237,1296509,54062,69669,1950720,52883,68968,1931100,35000,42245,1140624,27,US,118,BlockApportionment:US.BlockGroups,2.191,2.576,1,133,112
119,Rancho Perdido Estates,2,NEIGHBORHOODS,28,US,119,BlockApportionment:US.BlockGroups,2.191,2.576,1,4,3,3,6,6,2,6,2,1,3093400,2552062,34,51410,1,75061,38668,44762,76828,87444,89652,73574,63859,58300,5,3,4,6,5,4,5,1,1,46718,2071051,60913,34,1,0,0,0,0,0,0,0,0,7500,89524,2,1,1,1,1,1,0,1,0,0,35000,460965,6,1,0,1,1,0,0,1,0,0,35000,437218,5,0,0,0,1,1,0,1,0,0,59164,448260,5,1,0,0,1,1,1,1,0,0,60000,441441,6,1,1,0,0,2,0,1,0,0,53480,383156,6,1,0,1,1,1,0,1,0,0,41089,291498,5,54,16,51924,74406,11,50000,67465,7500,38074,76149,50000,61237,367424,50000,66295,331476,60000,72734,363672,41302,60243,361458,41089,53675,322050,35000,49765,248823,28,US,119,BlockApportionment:US.BlockGroups,2.191,2.576,1,34,63
120,Mesquite Ranch,4,NEIGHBORHOODS,29,US,120,BlockApportionment:US.BlockGroups,2.191,2.576,1,11,19,30,52,129,112,157,50,17,60705324,54049468,577,83565,14,93673,33190,72130,84813,103012,103668,96026,83545,61397,14,25,39,87,167,121,105,11,8,66022,43690244,75720,577,1,1,2,2,7,4,3,0,0,60876,1514729,21,1,2,6,12,24,22,20,4,2,76126,7802790,92,2,3,5,7,22,29,64,14,3,102196,15451797,150,1,3,5,16,19,25,37,18,6,94819,13476830,130,3,2,3,6,20,21,19,8,3,82792,8258214,86,3,6,6,3,23,10,12,4,2,65126,5764606,69,0,1,4,6,13,1,2,0,0,52101,1780503,29,47,184,69454,87311,98,59589,78595,54743,61807,1297956,57228,67876,6244601,77473,80939,12140788,78141,85590,11126652,66650,76453,6574995,57127,69407,4789061,42933,52282,1516191,29,US,120,BlockApportionment:US.BlockGroups,2.191,2.576,1,577,91
121,Desert Aire/Loma Linda,6,NEIGHBORHOODS,0,US,121,BlockApportionment:US.BlockGroups,2.191,2.576,1,11,17,7,18,78,12,27,5,1,12112676,11945788,178,57228,35,67111,25772,50118,78780,69161,76774,69701,62633,51839,13,15,12,43,56,18,17,1,1,51230,10378639,58307,178,1,1,0,1,4,0,1,0,0,52891,350825,7,1,1,1,1,10,2,5,1,0,63960,1654380,21,2,2,1,3,12,2,5,1,0,58548,1867352,27,2,1,1,4,13,2,7,1,1,61729,2379991,31,2,1,1,3,18,3,5,1,0,59309,2300127,33,1,4,1,3,17,2,2,0,1,55029,1941613,31,3,7,4,4,5,2,2,1,0,35000,1451499,28,55.9,92,54447,61218,59,51438,57510,44898,46829,327803,54578,65267,1370606,53638,58555,1580976,57044,68682,2129128,51903,58743,1938508,50000,56598,1754533,33394,45610,1277085,0,US,121,BlockApportionment:US.BlockGroups,2.191,2.576,1,178,69
122,Millville,5,NEIGHBORHOODS,1,US,122,BlockApportionment:US.BlockGroups,2.191,2.576,1,20,15,11,20,18,16,7,4,3,5307778,6797172,114,41932,29,59624,20815,29276,67753,60050,67306,59067,62034,40334,22,16,15,20,23,7,7,2,1,36900,5454351,47845,114,2,1,1,1,1,0,0,0,0,25000,175657,6,3,2,3,4,4,5,2,1,1,52210,1693829,25,4,3,2,5,4,3,1,1,1,42591,1381158,23,3,1,1,3,3,2,2,1,1,52941,1211515,18,2,2,2,4,4,2,1,1,0,45079,1063201,18,3,2,1,3,2,1,1,1,0,38733,868470,14,3,3,1,1,1,1,0,0,0,20393,403342,10,46.7,42,37760,55596,24,29374,52992,18873,24535,147210,42591,52367,1309177,39570,48021,1104473,43821,55922,1006603,35000,47187,849372,30797,51178,716497,18542,32102,321018,1,US,122,BlockApportionment:US.BlockGroups,2.191,2.576,1,114,46
123,Sombras Del Cerro,1,NEIGHBORHOODS,2,US,123,BlockApportionment:US.BlockGroups,2.191,2.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,US,123,BlockApportionment:US.BlockGroups,2.191,2.576,0,0,0
124,Rancho Buena,5,NEIGHBORHOODS,3,US,124,BlockApportionment:US.BlockGroups,2.191,2.576,1,255,216,168,263,234,148,77,4,33,70989366,69810914,1399,37502,467,49901,15619,34409,49928,59891,58547,50657,36346,26501,298,230,200,270,256,77,37,18,13,33172,58188292,41593,1399,58,29,31,34,19,8,9,0,0,26703,6434432,187,70,54,54,66,68,34,22,1,10,36897,18922741,379,40,37,29,58,45,41,17,1,13,42516,16829442,281,28,34,22,49,51,37,20,2,6,46546,14578160,249,27,27,16,30,35,20,7,0,4,40200,8358333,165,22,23,12,22,13,8,2,0,0,29288,3707279,102,12,12,4,5,3,0,1,0,0,18978,980527,37,39.8,304,34008,42774,139,25233,33725,21814,30146,5637354,34417,40646,15404973,39374,49416,13885765,40845,49682,12370702,32479,41652,6872656,25481,30421,3102902,18172,24701,913940,3,US,124,BlockApportionment:US.BlockGroups,2.191,2.576,1,1399,35
125,Rosemont East,6,NEIGHBORHOODS,4,US,125,BlockApportionment:US.BlockGroups,2.191,2.576,1,9,4,5,25,22,12,21,13,15,13675187,13613542,126,71881,5,108044,60510,62264,103145,126473,138358,117509,104402,70237,10,5,12,26,23,15,21,8,7,59069,10302679,81767,126,1,1,0,2,2,1,1,0,0,50000,498108,8,2,1,1,7,5,3,5,3,3,68435,2991218,29,2,0,1,5,5,3,6,4,5,94958,3794202,30,1,0,0,2,3,2,3,2,3,100000,2213732,16,1,0,0,2,3,2,3,2,2,92406,1880141,16,1,0,0,3,3,1,2,1,1,64084,1252824,12,2,1,1,4,3,1,1,1,1,47351,983316,14,43.5,42,64286,98007,26,54361,82820,35000,53604,428835,51724,76848,2228603,75000,91883,2756490,92482,105588,1689403,64437,89040,1424640,56105,80288,963461,40973,57946,811246,4,US,125,BlockApportionment:US.BlockGroups,2.191,2.576,1,126,96
126,Udall Park,2,NEIGHBORHOODS,5,US,126,BlockApportionment:US.BlockGroups,2.191,2.576,1,7,11,14,38,66,26,15,4,0,10282995,11304256,181,54801,0,62454,31066,56731,68041,72843,73403,69339,60019,45434,8,14,27,49,57,16,10,0,0,46783,9453699,52230,181,0,0,0,0,2,0,0,0,0,62500,170192,3,0,0,1,2,8,2,1,0,0,57574,1020609,15,0,0,1,3,9,3,3,0,0,61200,1384009,19,0,0,1,4,10,5,3,1,0,64160,1688274,23,2,2,1,7,16,10,4,1,0,61339,2912227,42,1,2,3,8,15,3,3,1,0,53682,2220696,37,3,6,7,15,8,3,1,0,0,38688,1908249,42,62.3,121,51425,57715,79,45084,52265,50000,44493,133479,50953,55892,838379,54502,60998,1158954,56064,62044,1427014,51831,57111,2398667,44522,50906,1883505,33713,38421,1613701,5,US,126,BlockApportionment:US.BlockGroups,2.191,2.576,1,181,60
127,Menlo Park,1,NEIGHBORHOODS,6,US,127,BlockApportionment:US.BlockGroups,2.191,2.576,1,630,290,272,329,365,142,118,26,15,89702898,92221351,2188,30689,583,42149,18431,27939,46295,48405,52471,43288,37118,28002,683,325,305,362,327,94,73,10,7,27193,78018528,35657,2188,88,26,32,24,14,8,1,0,1,17621,5448093,195,122,59,83,79,104,52,31,9,2,35894,24999290,540,78,32,34,57,52,28,30,2,3,37734,15295830,316,73,24,34,48,64,19,22,10,5,39608,15636352,298,79,38,37,47,70,19,16,2,1,35112,13375917,309,88,50,38,50,41,9,13,2,2,26745,10801388,291,103,61,14,26,20,7,5,1,1,16697,6664481,238,46.4,839,25084,36716,529,20650,32892,15942,23702,4621857,33357,38232,20645152,35497,41079,12981014,34690,45016,13414644,28791,36658,11327433,23284,31640,9207173,16224,24459,5821256,6,US,127,BlockApportionment:US.BlockGroups,2.191,2.576,1,2188,30
128,Silverbell Terrace,1,NEIGHBORHOODS,7,US,128,BlockApportionment:US.BlockGroups,2.191,2.576,1,11,5,5,9,13,6,9,2,0,3560207,3503480,60,50000,9,58391,21842,44006,59514,79149,63374,53245,39687,33474,12,6,7,11,12,7,5,0,0,40491,2948817,49147,60,2,0,0,1,1,0,0,0,0,25000,176026,4,2,1,1,3,3,1,2,1,0,50000,892705,15,1,0,0,1,3,1,4,0,0,75000,949783,12,2,1,1,2,2,1,2,0,0,45195,633743,10,2,1,0,1,2,1,1,0,0,50000,479206,9,2,1,0,1,1,0,0,0,0,18873,238120,6,1,1,1,1,0,0,0,0,0,25000,133895,4,44.2,19,29434,50072,10,21552,41335,15000,39113,156451,40901,49260,738901,55908,64472,773662,41089,55157,551568,41089,45132,406186,25000,34084,204503,25000,29386,117545,7,US,128,BlockApportionment:US.BlockGroups,2.191,2.576,1,60,42
129,Broadway Pantano East,2,NEIGHBORHOODS,8,US,129,BlockApportionment:US.BlockGroups,2.191,2.576,1,415,266,436,387,483,259,221,51,13,130047407,131169317,2530,39611,454,51846,22823,32118,51824,56870,60071,61596,51770,35581,459,355,438,445,485,194,139,8,7,35299,110831408,43807,2530,73,22,56,32,21,9,6,1,0,26877,7033946,219,86,46,123,84,92,50,51,9,5,37420,28347602,547,60,26,54,73,81,47,53,7,1,46749,22861768,402,43,16,58,55,82,50,43,12,0,51459,21625566,360,61,33,42,50,104,48,43,15,5,52188,24700160,401,39,41,48,56,74,37,17,5,2,42123,16566456,320,52,81,55,38,28,17,8,2,0,25960,10033820,282,47.7,1002,39009,51249,602,32975,44334,21251,27995,6130876,34939,42654,23331850,42184,48372,19445690,45337,52034,18732304,41369,51001,20451556,34346,43445,13902505,24335,31336,8836627,8,US,129,BlockApportionment:US.BlockGroups,2.191,2.576,1,2530,42
